,Unnamed: 0,Statistic,No.,Image,Name,Pos.,Ht.,Wt.,Cl.,Current School Name,Hometown,High School,Previous School,Title,Yr.,Hgt.,Wgt.,#,Full Name,Hometown/Previous School,Hometown (Prev School),Year,Pos,Academic Year,Hometown / High School,C,Hometown/High School,Unnamed: 7,Exp.,College,Class,Major,School,Hometown(Prev School),Hometown / Last School,Transfer,Player,CL.,NAME,POS,HT,WT,Name.1,Prev School,Yr.-Exp.,Custom Field 1,Custom Field 2,Custom Field 3,Hometown / High School / Prep (Previous College),Twitter,Instagram,FULL NAME,POS.,HT.,WT.,HOMETOWN,HIGH SCHOOL,PREVIOUS SCHOOL,MAJOR,High School / Prev. School,Letters,Photo,HIgh School,Hometown / High School (Last School),Previous College,Facebook,Previous University,High School (Prev. School),2022-23 Football Coaches,2022-23 Football Coaches.1,Eligibility,Position,Height,Weight,Number,Opendorse
34,34,,28.0,,Josh Buri,RB,5-11,210.0,,South Dakota State,"Stewartville, Minn.",,Brookings H.S.,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,,29.0,,Graham Spalding,LB,6-1,205.0,,South Dakota State,"Oviedo, Fla.",,Lake Howell H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,,31.0,,Jalen B. Lee,CB,6-2,180.0,,South Dakota State,"Wentzville, Mo.",,Fort Zumwalt North H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,,32.0,,Adam Bock,LB,6-1,215.0,,South Dakota State,"Solon, Iowa",,Solon H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,,34.0,,Michael Morgan,FB/TE,6-3,235.0,,South Dakota State,"New Lenox, Ill.",,Lincoln-Way Central H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,,36.0,,Dane Miller,WR,6-3,180.0,,South Dakota State,"Hardy, Neb.",,Superior H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,,37.0,,Tucker Large,S,5-11,170.0,,South Dakota State,"Sioux Falls, S.D.",,Roosevelt H.S.,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,,38.0,,Trevor Scott,LB,5-11,200.0,,South Dakota State,"Kansas City, Mo.",,Platte County H.S.,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,,39.0,,Isaac Kracl,RB,5-11,180.0,,South Dakota State,"Crete, Neb.",,Crete H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,,40.0,,Aaron Kusler,LB,6-2,220.0,,South Dakota State,"Sioux Falls, S.D.",,Roosevelt H.S.,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,,41.0,,Joe Ollman,LB,6-2,210.0,,South Dakota State,"Mequon, Wis.",,Homestead H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,,42.0,,Davion Sterner,LB,6-0,190.0,,South Dakota State,"Alvord, Iowa",,West Lyon H.S.,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,,43.0,,Adam Kusler,LB,6-3,215.0,,South Dakota State,"Sioux Falls, S.D.",,Roosevelt H.S.,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,,44.0,,Kevin Brenner,TE,6-3,240.0,,South Dakota State,"Silver Lake, Wis.",,Wilmot Union H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,,45.0,,Kaden Johnson,LB,6-2,205.0,,South Dakota State,"La Vista, Neb.",,Papillion-La Vista H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,,46.0,,Cullen McShane,LB,6-2,210.0,,South Dakota State,"Marquette, Iowa",,MFL MarMac H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,,47.0,,Kytan Fyfe,LB,6-2,195.0,,South Dakota State,"Grand Island, Neb.",,Grand Island H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,,48.0,,Quinton Hicks,DE,6-3,245.0,,South Dakota State,"Wichita, Kan.",,Campus H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,,49.0,,Bryce Johnson,LB,6-3,200.0,,South Dakota State,"Parker, Colo.",,Lutheran H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,,50.0,,Gus Miller,OL,6-3,295.0,,South Dakota State,"Brookings, S.D.",,Brookings H.S.,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,,51.0,,Logan Green,DT,6-3,270.0,,South Dakota State,"Northboro, Iowa",,Clarinda H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,,52.0,,Jarod DePriest,DT,6-5,270.0,,South Dakota State,"Trivoli, Ill.",,Farmington Central H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,,53.0,,Caden Johnson,DE,6-3,235.0,,South Dakota State,"Wahoo, Neb.",,Bishop Neumann H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,,54.0,,Jalen Lee,OL,6-2,305.0,,South Dakota State,"Robbins, Ill.",,Harold L. Richards H.S.,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,,55.0,,Aaron Wolfcale-Holsten,DT,6-2,285.0,,South Dakota State,"Gilbert, Ariz.",,Williams Field H.S.,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,,56.0,,Andrew Gustad,LB,6-0,215.0,,South Dakota State,"Volin, S.D.",,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,,57.0,,Levi Vanden Bos,DE,6-3,225.0,,South Dakota State,"Rock Valley, Iowa",,Western Christian H.S.,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,,58.0,,Aidan Murphy,DE,6-4,230.0,,South Dakota State,"Magna, Utah",,Cyprus H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,,59.0,,Grant Conaway,DT,6-3,270.0,,South Dakota State,"Huntington Beach, Calif.",,Orange Coast College,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,,60.0,,Mason McCormick,OL,6-4,305.0,,South Dakota State,"Sioux Falls, S.D.",,Roosevelt H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,,61.0,,Evan Beerntsen,OL,6-4,300.0,,South Dakota State,"De Pere, Wis.",,Appleton North H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,,62.0,,Derrick Brown,OL,6-5,310.0,,South Dakota State,"Mesa, Ariz.",,Queen Creek H.S.,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,,64.0,,Ethan Vibert,OL,6-4,305.0,,South Dakota State,"Regina, Saskatchewan",,Miller Catholic H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,,66.0,,Brady Beck,OL,6-8,305.0,,South Dakota State,"Sioux Falls, S.D.",,O'Gorman H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,,69.0,,Quinten Christensen,OL,6-4,275.0,,South Dakota State,"Wessington Springs, S.D.",,Wessington Springs H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,,70.0,,Colby Christensen,OL,6-8,280.0,,South Dakota State,"West Des Moines, Iowa",,Valley H.S.,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,74.0,,Garret Greenfield,OL,6-6,305.0,,South Dakota State,"Rock Valley, Iowa",,Rock Valley H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,,75.0,,Dawson Rudd,OL,6-5,260.0,,South Dakota State,"Claremore, Okla.",,Claremore Sequoyah H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,,76.0,,Bo Donald,OL,6-6,300.0,,South Dakota State,"Kimball, S.D.",,Kimball H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,,77.0,,Michael Reed,OL,6-3,325.0,,South Dakota State,"Sparta, Wis.",,Bangor H.S.,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,,78.0,,John O'Brian,OL,6-5,300.0,,South Dakota State,"Eaton Rapids, Mich.",,Bowling Green,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,,79.0,,Jharett Bloomenrader,OL,6-5,290.0,,South Dakota State,"Highmore, S.D.",,Highmore-Harrold H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,,80.0,,Nate Sullivan Jr.,WR,6-2,225.0,,South Dakota State,"Bellevue, Neb.",,Bellevue West H.S.,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,,81.0,,Rhett Foster,WR,6-3,185.0,,South Dakota State,"Smithville, Mo.",,Smithville H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,,83.0,,David Alpers,TE,6-6,225.0,,South Dakota State,"Sioux Falls, S.D.",,O'Gorman H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,,86.0,,Patrick Hoffmann,WR,6-1,200.0,,South Dakota State,"Naperville, Ill.",,Northern Illinois,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,,87.0,,Zach Heins,TE,6-7,260.0,,South Dakota State,"Sioux Falls, S.D.",,Washington H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,,88.0,,Greyton Gannon,TE,6-4,215.0,,South Dakota State,"Eagle, Wis.",,Mukwonago H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,,89.0,,Brody Gormley,TE,6-7,225.0,,South Dakota State,"Topeka, Kan.",,Seaman H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,,90.0,,Randy Keumogne,DE,6-3,230.0,,South Dakota State,"Oakdale, Minn.",,Tartan H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,,91.0,,Hayden Muirhead,TE,6-6,230.0,,South Dakota State,"Sioux Falls, S.D.",,O'Gorman H.S.,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,,91.0,,Jace Sifore,DT,6-4,265.0,,South Dakota State,"Howard, S.D.",,Howard H.S.,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,,92.0,,Brian Williams,DT,6-1,290.0,,South Dakota State,"Chipley, Fla.",,Valdosta State,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,,93.0,,Max Baloun,DT,6-6,245.0,,South Dakota State,"Redfield, S.D.",,Redfield H.S.,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,,94.0,,Cade Terveer,DE,6-3,250.0,,South Dakota State,"Brandon, S.D.",,Brandon Valley H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,,95.0,,Zac Wilson,DE,6-3,235.0,,South Dakota State,"Chipley, Fla.",,Chipley H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,,97.0,,Luke Fenton,K/P,6-0,185.0,,South Dakota State,"Omaha, Neb.",,Creighton Prep,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,,98.0,,Ryan Van Marel,DT,6-4,280.0,,South Dakota State,"Sheldon, Iowa",,Sheldon H.S.,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,,99.0,,Jack Green,K,6-3,195.0,,South Dakota State,"Rapid City, S.D.",,St. Thomas More H.S.,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0,,,,Jimmy Rogers,,,,,South Dakota State,,,,Head Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1,,,,Zach Lujan,,,,,South Dakota State,,,,Offensive Coordinator/Quarterbacks Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2,,,,Jesse Bobbit,,,,,South Dakota State,,,,Defensive Coordinator/Linebackers Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,3,,,,Ryan Olson,,,,,South Dakota State,,,,Run Game Coordinator/Offensive Line Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4,,,,Pat Cashmore,,,,,South Dakota State,,,,Special Teams Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,5,,,,Chris Meyers,,,,,South Dakota State,,,,Tight Ends Coach/Recruiting Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,6,,,,Mike Banks,,,,,South Dakota State,,,,Cornerbacks Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,7,,,,Jalon Bibbs,,,,,South Dakota State,,,,Defensive Line Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,8,,,,Jake Menage,,,,,South Dakota State,,,,Wide Receivers Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,9,,,,Pete Menage,,,,,South Dakota State,,,,Safeties Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,10,,,,Robbie Rouse,,,,,South Dakota State,,,,Running Backs Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,11,,,,Matt Jacobs,,,,,South Dakota State,,,,Director of Strength & Conditioning for Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,12,,,,Kyle Saddler,,,,,South Dakota State,,,,Offensive Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,13,,,,Kellen Soulek,,,,,South Dakota State,,,,Defensive Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,14,,,,Chuck Case,,,,,South Dakota State,,,,Graduate Assistant – Offense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,15,,,,Evan Traxler,,,,,South Dakota State,,,,Graduate Assistant – Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,16,,,,Sean Hupke,,,,,South Dakota State,,,,Video Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0,,,,Jonathan Shaeffer,,,,,South Dakota State,,,,Director of Football Operations/Director of On-Campus Recruiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1,,,,Ethan Beisner,,,,,South Dakota State,,,,Assistant Director of Football Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2,,,,Aaron Crowell,,,,,South Dakota State,,,,Head Equipment Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,3,,,,Charlie Miller,,,,,South Dakota State,,,,Associate Athletic Trainer (FB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,4,,,,Hallie Hawe,,,,,South Dakota State,,,,Assistant Athletic Trainer (FB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5,,,,Michael Houseman,,,,,South Dakota State,,,,Creative Content Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,,,,,DB,6-1,180.0,,Southeastern Louisiana,"Irving, Texas",MacArthur HS,,,,,,10.0,Ibrahim Hassan,,,,,,,,,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,WR,6-3,195.0,,Southeastern Louisiana,"St. Louis, Mo.",Kirkwood HS,,,,,,10.0,Maurice Massey,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,WR,6-5,190.0,,Southeastern Louisiana,"Ponchatoula, La.",Ponchatoula HS,,,,,,11.0,Kody Finley,,,,,,,,,,,,Rf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,,,,,DB,6-0,175.0,,Southeastern Louisiana,"New Orleans, La.",John Ehret HS,,,,,,11.0,Kunta Hester,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,,,,,QB,6-5,210.0,,Southeastern Louisiana,"Lehi, Utah",Lehi HS,,,,,,12.0,Cammon Cooper,,,,,,,,,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,,,,,DB,5-11,180.0,,Southeastern Louisiana,"New Iberia, La.",New Iberia HS,,,,,,12.0,Markell Linzer,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,,,LB,5-11,225.0,,Southeastern Louisiana,"Plaquemine, La.",Plaquemine HS,,,,,,13.0,Herman Christophe,,,,,,,,,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,,,,,QB,6-0,200.0,,Southeastern Louisiana,"Broussard, La.",Lafayette Christian Academy,,,,,,13.0,Zachary Clement,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,,,,,TE,6-3,240.0,,Southeastern Louisiana,"Deer Park, Texas",Deer Park HS,,,,,,15.0,Jacob Logan,,,,,,,,,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,,,,,DB,6-1,205.0,,Southeastern Louisiana,"LaPlace, La.",St. Charles Catholic HS,,,,,,16.0,Justin Dumas,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,,,,,DB,5-11,180.0,,Southeastern Louisiana,"Marrero, La.",Archbishop Shaw HS,,,,,,17.0,Mike Newton Jr.,,,,,,,,,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,,,,,DB,5-11,175.0,,Southeastern Louisiana,"New Orleans, La.",Booker T. Washington HS,,,,,,18.0,Coryell Pierce,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,,,,,QB,6-2,215.0,,Southeastern Louisiana,"Vestavia Hills, Ala.",Vestavia Hills HS,,,,,,19.0,Eli Sawyer,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,,,,,DB,6-0,185.0,,Southeastern Louisiana,"New Orleans, La.",Kennedy HS,,,,,,19.0,TaQuan Thomas,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,,,,,LB,6-1,200.0,,Southeastern Louisiana,"New Orleans, La.",Holy Cross HS,,,,,,20.0,Dominic Lamm,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,,,,,DB,5-11,160.0,,Southeastern Louisiana,"Grambling, La.",Ruston HS,,,,,,21.0,Tyler Mansfield,,,,,,,,,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,,,,,RB,5-10,185.0,,Southeastern Louisiana,"Meridian, Miss.",Meridian HS,,,,,,21.0,Johnathan Vaughn,,,,,,,,,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,,,,,RB,6-1,210.0,,Southeastern Louisiana,"Slidell, La.",Slidell HS,,,,,,22.0,Harlan Dixon,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,,,,,DB,5-11,205.0,,Southeastern Louisiana,"New Orleans, La.",Edna Karr HS,,,,,,22.0,Skylon Jean-Louis,,,,,,,,,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,,,,,DB,5-10,165.0,,Southeastern Louisiana,"New Iberia, La.",Westgate HS,,,,,,23.0,Blayne Delahoussaye,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,,,,,DB,6-4,195.0,,Southeastern Louisiana,"Baton Rouge, La.",Mentorship Academy,,,,,,24.0,Varon Douglas,,,,,,,,,,,,Rf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,,,,,DB,6-0,175.0,,Southeastern Louisiana,"Covington, La.",Covington HS,,,,,,25.0,Ian Goodly,,,,,,,,,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,,,,,P,6-1,180.0,,Southeastern Louisiana,"Slidell, La.",Northshore HS,,,,,,26.0,Austin Dunlap,,,,,,,,,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,,,,,LB,5-11,195.0,,Southeastern Louisiana,"Slidell, La.",Slidell HS,,,,,,27.0,Donte' Daniels,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,,,,,DB,5-10,175.0,,Southeastern Louisiana,"New Orleans, La.",John Curtis HS,,,,,,28.0,Tyrone Legette,,,,,,,,,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,,,,,DB,6-2,205.0,,Southeastern Louisiana,"Covington, La.",St. Paul's HS,,,,,,29.0,Robert Buquoi,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,,,,,RB,5-10,180.0,,Southeastern Louisiana,"Shreveport, La.",Calvary Baptist Academy,,,,,,29.0,Joseph Wilson,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
